Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Cicle Staging Mobile App - Group Chat,,,,2022-10-30 01:07:07,2022-10-30 01:15:27,8m - 19.610s,FAILED
,,,,,,,
Test Cases/GroupChat/TC_Group Chat_CS-13,,,,2022-10-30 01:07:08,2022-10-30 01:07:46,38.370s,PASSED
"callTestCase(findTestCase(""Sign in/TC_Sign in_CS-40""), [:], STOP_ON_FAILURE)",,,,2022-10-30 01:07:08,2022-10-30 01:07:34,25.941s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/GroupChatMenu""), 0)",,"User click ""Group Chat"" Menu",,2022-10-30 01:07:34,2022-10-30 01:07:35,0.956s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,2022-10-30 01:07:35,2022-10-30 01:07:38,3.024s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/TypeMessage-Field""), 0)",,"User click ""Type Message"" Field",,2022-10-30 01:07:38,2022-10-30 01:07:38,0.161s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,2022-10-30 01:07:38,2022-10-30 01:07:41,3.016s,PASSED
"setText(findTestObject(""cicle.staging/Group Chat/TypeMessage-Field""), findTestData(""GroupChat/sendMessageonGroupChat"").getValue(1, 1), 0)",,"User Input Text in ""Type Message"" Field",,2022-10-30 01:07:41,2022-10-30 01:07:41,0.194s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,2022-10-30 01:07:41,2022-10-30 01:07:44,3.020s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/SendChat-Button""), 0)",,User click Send button,,2022-10-30 01:07:44,2022-10-30 01:07:46,1.480s,PASSED
"verifyElementVisible(findTestObject(""cicle.staging/Group Chat/Assertion-SendChat""), 0)",,Success to send Message on Group Chat,,2022-10-30 01:07:46,2022-10-30 01:07:46,0.209s,PASSED
,,,,,,,
Test Cases/GroupChat/TC_Group Chat_CS-14,,,,2022-10-30 01:07:46,2022-10-30 01:08:43,56.942s,PASSED
"callTestCase(findTestCase(""Sign in/TC_Sign in_CS-40""), [:], STOP_ON_FAILURE)",,,,2022-10-30 01:07:46,2022-10-30 01:08:07,20.107s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/GroupChatMenu""), 0)",,"User click ""Group Chat"" menu",,2022-10-30 01:08:07,2022-10-30 01:08:07,0.147s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,2022-10-30 01:08:07,2022-10-30 01:08:10,3.013s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/TypeMessage-Field""), 0)",,"User click ""Type Message"" field",,2022-10-30 01:08:10,2022-10-30 01:08:10,0.165s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,2022-10-30 01:08:10,2022-10-30 01:08:13,3.015s,PASSED
