Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"tap(findTestObject(""cicle.staging/Board/Comment/AddComment2-Field""), 0)",,"User click ""Tell your comment here"" field",,2022-10-28 19:53:20,2022-10-28 19:53:20,0.214s,PASSED
"tap(findTestObject(""cicle.staging/Board/Comment/AddAttachmentPopUPKeyboard-Button""), 0, STOP_ON_FAILURE)",,"User click ""+"" on toolbar add comment",,2022-10-28 19:53:20,2022-10-28 19:53:23,2.886s,PASSED
"tap(findTestObject(""cicle.staging/Board/Comment/AddImageOnComment-Button""), 0)",,"User click ""Image""button",,2022-10-28 19:53:23,2022-10-28 19:53:24,0.732s,PASSED
"checkElement(findTestObject(""cicle.staging/Board/Comment/AddImageByURL-Comment""), 0)",,"User click ""By URL"" button",,2022-10-28 19:53:24,2022-10-28 19:53:25,1.209s,PASSED
"tap(findTestObject(""cicle.staging/Board/Comment/InsertLinkHere-Image-Field""), 0)",,"User click ""URL""field",,2022-10-28 19:53:25,2022-10-28 19:53:25,0.251s,PASSED
"setText(findTestObject(""cicle.staging/Board/Comment/InsertLinkHere-Image-Field""), BlankURL, 0)",,"User input invalid ""URL""",,2022-10-28 19:53:25,2022-10-28 19:53:26,0.864s,PASSED
"tap(findTestObject(""cicle.staging/Board/Comment/Comment-SelectInsert-Button""), 0)",,"User click ""Insert"" button",,2022-10-28 19:53:26,2022-10-28 19:53:28,2.366s,PASSED
"verifyElementVisible(findTestObject(""cicle.staging/Board/Comment/AssertionNotValidURL-Comment""), 0)",,"Showing alert ""Not Valid URL""",,2022-10-28 19:53:28,2022-10-28 19:53:29,0.190s,PASSED
,,,,,,,
Test Cases/Board/TC_Board_CS-12,,,,2022-10-28 19:53:29,2022-10-28 19:54:05,36.008s,PASSED
"callTestCase(findTestCase(""Sign in/TC_Sign in_CS-40""), [:], STOP_ON_FAILURE)",,,,2022-10-28 19:53:29,2022-10-28 19:53:53,24.121s,PASSED
"tap(findTestObject(""cicle.staging/Board/Board-Menu""), 0)",,,,2022-10-28 19:53:53,2022-10-28 19:53:53,0.183s,PASSED
"tap(findTestObject(""cicle.staging/Board/Card/userCardAccount""), 0)",,,,2022-10-28 19:53:53,2022-10-28 19:53:54,0.865s,PASSED
"tap(findTestObject(""cicle.staging/Board/Comment/AddNewComment-Button""), 0)",,,,2022-10-28 19:53:54,2022-10-28 19:53:56,2.340s,PASSED
"tap(findTestObject(""cicle.staging/Board/Comment/AddComment2-Field""), 0)",,,,2022-10-28 19:53:56,2022-10-28 19:53:57,0.206s,PASSED
"tap(findTestObject(""cicle.staging/Board/Comment/AddAttachmentPopUPKeyboard-Button""), 0, STOP_ON_FAILURE)",,,,2022-10-28 19:53:57,2022-10-28 19:54:00,2.860s,PASSED
"tap(findTestObject(""cicle.staging/Board/Comment/AddImageOnComment-Button""), 0)",,,,2022-10-28 19:54:00,2022-10-28 19:54:00,0.673s,PASSED
"checkElement(findTestObject(""cicle.staging/Board/Comment/AddImageByURL-Comment""), 0)",,,,2022-10-28 19:54:00,2022-10-28 19:54:01,1.114s,PASSED
"tap(findTestObject(""cicle.staging/Board/Comment/InsertLinkHere-Image-Field""), 0)",,,,2022-10-28 19:54:01,2022-10-28 19:54:01,0.129s,PASSED
"setText(findTestObject(""cicle.staging/Board/Comment/InsertLinkHere-Image-Field""), InvalidURL, 0)",,,,2022-10-28 19:54:01,2022-10-28 19:54:02,0.759s,PASSED
"tap(findTestObject(""cicle.staging/Board/Comment/Comment-SelectInsert-Button""), 0)",,,,2022-10-28 19:54:02,2022-10-28 19:54:04,2.299s,PASSED
"verifyElementVisible(findTestObject(""cicle.staging/Board/Comment/AssertionNotValidURL-Comment""), 0)",,,,2022-10-28 19:54:04,2022-10-28 19:54:05,0.122s,PASSED
,,,,,,,
Test Cases/GroupChat/TC_Group Chat_CS-13,,,,2022-10-28 19:54:05,2022-10-28 19:54:33,28.686s,PASSED
"callTestCase(findTestCase(""Sign in/TC_Sign in_CS-40""), [:], STOP_ON_FAILURE)",,,,2022-10-28 19:54:05,2022-10-28 19:54:29,23.985s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/GroupChatMenu""), 0)",,"User click ""Group Chat"" Menu",,2022-10-28 19:54:29,2022-10-28 19:54:29,0.136s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/TypeMessage-Field""), 0)",,"User click ""Type Message"" Field",,2022-10-28 19:54:29,2022-10-28 19:54:30,1.400s,PASSED
"setText(findTestObject(""cicle.staging/Group Chat/TypeMessage-Field""), findTestData(""GroupChat/sendMessageonGroupChat"").getValue(1, 1), 0)",,"User Input Text in ""Type Message"" Field",,2022-10-28 19:54:30,2022-10-28 19:54:31,0.991s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/SendChat-Button""), 0)",,User click Send button,,2022-10-28 19:54:31,2022-10-28 19:54:33,1.728s,PASSED
"verifyElementVisible(findTestObject(""cicle.staging/Group Chat/Assertion-SendChat""), 0)",,Success to send Message on Group Chat,,2022-10-28 19:54:33,2022-10-28 19:54:33,0.105s,PASSED
,,,,,,,
Test Cases/GroupChat/TC_Group Chat_CS-14,,,,2022-10-28 19:54:33,2022-10-28 19:55:30,56.906s,PASSED
"callTestCase(findTestCase(""Sign in/TC_Sign in_CS-40""), [:], STOP_ON_FAILURE)",,,,2022-10-28 19:54:34,2022-10-28 19:54:57,23.883s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/GroupChatMenu""), 0)",,"User click ""Group Chat"" menu",,2022-10-28 19:54:57,2022-10-28 19:54:59,1.538s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/TypeMessage-Field""), 0)",,"User click ""Type Message"" field",,2022-10-28 19:54:59,2022-10-28 19:54:59,0.172s,PASSED
"setText(findTestObject(""cicle.staging/Group Chat/TypeMessage-Field""), findTestData(""GroupChat/sendMessageonGroupChat"").getValue(2, 1), 0)",,"User Input Empty Text in ""Type Message"" Field",,2022-10-28 19:54:59,2022-10-28 19:55:00,0.853s,PASSED
"verifyElementNotVisible(findTestObject(""cicle.staging/Group Chat/SendChat-Button""), 0)",,Send button it not showing to send message,,2022-10-28 19:55:00,2022-10-28 19:55:30,30.155s,PASSED
,,,,,,,
Test Cases/GroupChat/TC_Group Chat_CS-15,,,,2022-10-28 19:55:30,2022-10-28 19:56:02,31.705s,FAILED
"callTestCase(findTestCase(""Sign in/TC_Sign in_CS-40""), [:], STOP_ON_FAILURE)",,,,2022-10-28 19:55:31,2022-10-28 19:55:55,24.449s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/GroupChatMenu""), 0)",,"User click ""Group Chat"" menu",,2022-10-28 19:55:55,2022-10-28 19:55:55,0.206s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/TypeMessage-Field""), 0)",,"User click ""Type Message"" Field",,2022-10-28 19:55:55,2022-10-28 19:55:57,1.616s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/MentionUser-Button""), 0)",,"User click ""@"" button",,2022-10-28 19:55:57,2022-10-28 19:55:58,1.413s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/MentionAllUserOnChat-Button""), 0)",,"User click ""Mention All User"" button",,2022-10-28 19:55:58,2022-10-28 19:55:59,1.003s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/SendChat-Button""), 0)",,User click Send button,,2022-10-28 19:55:59,2022-10-28 19:56:01,1.903s,PASSED
"verifyElementNotVisible(findTestObject(""cicle.staging/Group Chat/Assertion-SendChat""), 0)",,Success Mentioned All User on Group Chat,,2022-10-28 19:56:01,2022-10-28 19:56:02,0.700s,FAILED
,,,,,,,
Test Cases/GroupChat/TC_Group Chat_CS-16,,,,2022-10-28 19:56:02,2022-10-28 19:56:33,30.973s,PASSED
"callTestCase(findTestCase(""Sign in/TC_Sign in_CS-40""), [:], STOP_ON_FAILURE)",,,,2022-10-28 19:56:02,2022-10-28 19:56:28,25.153s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/GroupChatMenu""), 0)",,"User click ""Group Chat"" menu",,2022-10-28 19:56:28,2022-10-28 19:56:28,0.179s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/TypeMessage-Field""), 0)",,"User click ""Type Message"" field",,2022-10-28 19:56:28,2022-10-28 19:56:29,1.436s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/GroupChat-AttachmentButtonPopUpKeyboard""), 0)",,"User click ""Attachment"" button",,2022-10-28 19:56:29,2022-10-28 19:56:31,1.553s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/ImageFromGalleryAttachment-Button""), 0)",,"User click ""Image From Gallery"" button",,2022-10-28 19:56:31,2022-10-28 19:56:31,0.163s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/Image-AddImageFromFiles-RECENT FILES""), 0, STOP_ON_FAILURE)",,"Success to ""Add Image from Gallery"" on Group Chat",,2022-10-28 19:56:31,2022-10-28 19:56:33,2.020s,PASSED
,,,,,,,
Test Cases/GroupChat/TC_Group Chat_CS-17,,,,2022-10-28 19:56:33,2022-10-28 19:57:31,57.715s,FAILED
"callTestCase(findTestCase(""Sign in/TC_Sign in_CS-40""), [:], STOP_ON_FAILURE)",,,,2022-10-28 19:56:33,2022-10-28 19:56:59,25.222s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/GroupChatMenu""), 0)",,"User click ""Group Chat"" menu",,2022-10-28 19:56:59,2022-10-28 19:57:00,1.367s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/IMAGE ON GROUP CHAT""), 0)",,,,2022-10-28 19:57:00,2022-10-28 19:57:31,30.747s,FAILED
,,,,,,,
Test Cases/GroupChat/TC_Group Chat_CS-18,,,,2022-10-28 19:57:31,2022-10-28 19:58:02,31.556s,PASSED
"callTestCase(findTestCase(""Sign in/TC_Sign in_CS-40""), [:], STOP_ON_FAILURE)",,,,2022-10-28 19:57:31,2022-10-28 19:57:56,25.110s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/GroupChatMenu""), 0)",,"User click ""Group Chat"" menu",,2022-10-28 19:57:56,2022-10-28 19:57:56,0.123s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/TypeMessage-Field""), 0)",,"User click ""Type Message"" field",,2022-10-28 19:57:56,2022-10-28 19:57:58,1.395s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/GroupChat-AttachmentButtonPopUpKeyboard""), 0)",,"User click ""Attachment"" button",,2022-10-28 19:57:58,2022-10-28 19:57:59,1.669s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/ImageFromCameraAttachment-Button""), 0)",,"User click ""Image From Camera"" button",,2022-10-28 19:57:59,2022-10-28 19:58:00,0.187s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/shutterCamera-Button""), 0, STOP_ON_FAILURE)",,"User click ""Shutter Camera"" button",,2022-10-28 19:58:00,2022-10-28 19:58:01,1.681s,PASSED
"tap(findTestObject(""Object Repository/cicle.staging/Group Chat/CheckCameraButton""), 0)",,"User click ""Check"" button on Camera",,2022-10-28 19:58:01,2022-10-28 19:58:02,1.059s,PASSED
,,,,,,,
Test Cases/GroupChat/TC_Group Chat_CS-19,,,,2022-10-28 19:58:02,2022-10-28 19:58:35,32.424s,PASSED
"callTestCase(findTestCase(""Sign in/TC_Sign in_CS-40""), [:], STOP_ON_FAILURE)",,,,2022-10-28 19:58:03,2022-10-28 19:58:28,24.823s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/GroupChatMenu""), 0)",,"User click ""Group Chat"" menu",,2022-10-28 19:58:28,2022-10-28 19:58:28,0.265s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/TypeMessage-Field""), 0)",,"User click ""Type Message"" field",,2022-10-28 19:58:28,2022-10-28 19:58:29,1.379s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/GroupChat-AttachmentButtonPopUpKeyboard""), 0)",,"User click ""Attachment"" button",,2022-10-28 19:58:29,2022-10-28 19:58:31,1.599s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/DocumentandVideoAttachment-Button""), 0)",,"User click ""Document & Video"" button",,2022-10-28 19:58:31,2022-10-28 19:58:31,0.140s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/Video Button-RECENT FILES""), 0)",,"User click ""Video"" menu in file",,2022-10-28 19:58:31,2022-10-28 19:58:33,1.718s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/MP4 FILE""), 0)",,User click Video with MP4 Format,,2022-10-28 19:58:33,2022-10-28 19:58:35,2.146s,PASSED
,,,,,,,
Test Cases/GroupChat/TC_Group Chat_CS-20,,,,2022-10-28 19:58:35,2022-10-28 19:59:23,48.339s,PASSED
