Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Cicle Staging Mobile App - Blast,,,,2022-10-29 15:52:11,2022-10-29 15:57:12,5m - 1.396s,PASSED
,,,,,,,
Test Cases/Blast/TC_Blast_CS-24,,,,2022-10-29 15:52:11,2022-10-29 15:52:49,37.862s,PASSED
"callTestCase(findTestCase(""Sign in/TC_Sign in_CS-40""), [:], STOP_ON_FAILURE)",,,,2022-10-29 15:52:12,2022-10-29 15:52:38,26.077s,PASSED
"tap(findTestObject(""cicle.staging/Blast/Menu/BlastMenu""), 0)",,"User click ""Blast"" menu",,2022-10-29 15:52:38,2022-10-29 15:52:38,0.152s,PASSED
"tap(findTestObject(""Object Repository/cicle.staging/Blast/Post/POST-AddButtonOnTheBottomRightSide""), 0)",,"User click ""+"" button on the bottom right corner",,2022-10-29 15:52:38,2022-10-29 15:52:40,1.794s,PASSED
"tap(findTestObject(""Object Repository/cicle.staging/Blast/Post/POST-TypeATitleField""), 0)",,"User click ""Type a Title"" field",,2022-10-29 15:52:40,2022-10-29 15:52:42,1.814s,PASSED
"setText(findTestObject(""cicle.staging/Blast/Post/POST-TypeATitleField""), findTestData(""Blast/Post/PostData"").getValue(1, 1), 0)",,"User input text in ""Type a Title"" field",,2022-10-29 15:52:42,2022-10-29 15:52:43,1.007s,PASSED
"tap(findTestObject(""Object Repository/cicle.staging/Blast/Post/POST-YourTextHereField""), 0)",,"User click ""Description"" field",,2022-10-29 15:52:43,2022-10-29 15:52:43,0.942s,PASSED
"setText(findTestObject(""cicle.staging/Blast/Post/Post-DescriptionField1""), findTestData(""Blast/Post/PostData"").getValue(2, 1), 0, STOP_ON_FAILURE)",,"User input text in ""Description"" field",,2022-10-29 15:52:43,2022-10-29 15:52:45,1.587s,PASSED
hideKeyboard(),,User hide keyboard,,2022-10-29 15:52:45,2022-10-29 15:52:46,0.640s,PASSED
"swipe(724, 1830, 724, 1000)",,"User ""Swipe Up"" untill find ""Publish"" button",,2022-10-29 15:52:46,2022-10-29 15:52:47,0.948s,PASSED
"tap(findTestObject(""Object Repository/cicle.staging/Blast/Post/POST-PublishButton""), 0)",,"User click ""Publish"" button ",,2022-10-29 15:52:47,2022-10-29 15:52:49,2.527s,PASSED
,,,,,,,
Test Cases/Blast/TC_Blast_CS-25,,,,2022-10-29 15:52:49,2022-10-29 15:53:17,27.621s,PASSED
"callTestCase(findTestCase(""Sign in/TC_Sign in_CS-40""), [:], STOP_ON_FAILURE)",,,,2022-10-29 15:52:49,2022-10-29 15:53:07,17.809s,PASSED
"tap(findTestObject(""cicle.staging/Blast/Menu/BlastMenu""), 0)",,"User click ""Blast"" menu",,2022-10-29 15:53:07,2022-10-29 15:53:08,0.903s,PASSED
"tap(findTestObject(""Object Repository/cicle.staging/Blast/Post/POST-AddButtonOnTheBottomRightSide""), 0)",,"User click ""+"" button on the bottom right corner",,2022-10-29 15:53:08,2022-10-29 15:53:09,0.958s,PASSED
"tap(findTestObject(""Object Repository/cicle.staging/Blast/Post/POST-TypeATitleField""), 0)",,"User click ""Type a Title"" field",,2022-10-29 15:53:09,2022-10-29 15:53:12,2.458s,PASSED
"setText(findTestObject(""cicle.staging/Blast/Post/POST-TypeATitleField""), findTestData(""Blast/Post/PostData"").getValue(1, 3), 0)",,"User input empty text in ""Type a Title"" field",,2022-10-29 15:53:12,2022-10-29 15:53:12,0.147s,PASSED
"tap(findTestObject(""Object Repository/cicle.staging/Blast/Post/POST-YourTextHereField""), 0)",,"User click ""Description"" field",,2022-10-29 15:53:12,2022-10-29 15:53:12,0.143s,PASSED
"setText(findTestObject(""cicle.staging/Blast/Post/Post-DescriptionField1""), findTestData(""Blast/Post/PostData"").getValue(2, 1), 0, STOP_ON_FAILURE)",,"User input text in ""Description"" field",,2022-10-29 15:53:12,2022-10-29 15:53:13,1.588s,PASSED
hideKeyboard(),,User hide keyboard,,2022-10-29 15:53:13,2022-10-29 15:53:14,0.158s,PASSED
"swipe(724, 1830, 724, 1000)",,"User ""Swipe Up"" untill find ""Publish"" button",,2022-10-29 15:53:14,2022-10-29 15:53:15,0.949s,PASSED
"tap(findTestObject(""Object Repository/cicle.staging/Blast/Post/POST-PublishButton""), 0)",,"User click ""Publish"" button ",,2022-10-29 15:53:15,2022-10-29 15:53:17,2.113s,PASSED
"verifyElementVisible(findTestObject(""cicle.staging/Blast/Post/POST-Assert-TitleMustBeFilled""), 0)",,,,2022-10-29 15:53:17,2022-10-29 15:53:17,0.127s,PASSED
,,,,,,,
Test Cases/Blast/TC_Blast_CS-26,,,,2022-10-29 15:53:17,2022-10-29 15:53:44,27.389s,PASSED
"callTestCase(findTestCase(""Sign in/TC_Sign in_CS-40""), [:], STOP_ON_FAILURE)",,,,2022-10-29 15:53:17,2022-10-29 15:53:35,17.791s,PASSED
"tap(findTestObject(""cicle.staging/Blast/Menu/BlastMenu""), 0)",,"User click ""Blast"" menu",,2022-10-29 15:53:35,2022-10-29 15:53:36,0.843s,PASSED
"tap(findTestObject(""Object Repository/cicle.staging/Blast/Post/POST-AddButtonOnTheBottomRightSide""), 0)",,"User click ""+"" button on the bottom right corner",,2022-10-29 15:53:36,2022-10-29 15:53:37,0.965s,PASSED
"tap(findTestObject(""Object Repository/cicle.staging/Blast/Post/POST-TypeATitleField""), 0)",,"User click ""Type a Title"" field",,2022-10-29 15:53:37,2022-10-29 15:53:38,0.950s,PASSED
"setText(findTestObject(""cicle.staging/Blast/Post/POST-TypeATitleField""), findTestData(""Blast/Post/PostData"").getValue(1, 2), 0)",,"User input Text in ""Type a Title"" field",,2022-10-29 15:53:38,2022-10-29 15:53:38,0.784s,PASSED
"tap(findTestObject(""Object Repository/cicle.staging/Blast/Post/POST-YourTextHereField""), 0)",,"User click ""Description"" field",,2022-10-29 15:53:38,2022-10-29 15:53:39,1.010s,PASSED
"setText(findTestObject(""cicle.staging/Blast/Post/Post-DescriptionField1""), findTestData(""Blast/Post/PostData"").getValue(2, 3), 0, STOP_ON_FAILURE)",,"User input empty text in ""Description"" field",,2022-10-29 15:53:39,2022-10-29 15:53:41,1.429s,PASSED
hideKeyboard(),,User hide keyboard,,2022-10-29 15:53:41,2022-10-29 15:53:41,0.191s,PASSED
"swipe(724, 1830, 724, 1000)",,"User ""Swipe Up"" untill find ""Publish"" button",,2022-10-29 15:53:41,2022-10-29 15:53:42,0.936s,PASSED
"tap(findTestObject(""Object Repository/cicle.staging/Blast/Post/POST-PublishButton""), 0)",,"User click ""Publish"" button ",,2022-10-29 15:53:42,2022-10-29 15:53:44,2.134s,PASSED
"verifyElementVisible(findTestObject(""cicle.staging/Blast/Post/POST-Assert-DescriptionMustBeFilled""), 0)",,,,2022-10-29 15:53:44,2022-10-29 15:53:44,0.107s,PASSED
,,,,,,,
Test Cases/Blast/TC_Blast_CS-27,,,,2022-10-29 15:53:44,2022-10-29 15:54:13,28.701s,PASSED
"callTestCase(findTestCase(""Sign in/TC_Sign in_CS-40""), [:], STOP_ON_FAILURE)",,,,2022-10-29 15:53:44,2022-10-29 15:54:03,18.142s,PASSED
"tap(findTestObject(""cicle.staging/Blast/Menu/BlastMenu""), 0)",,"User click ""Blast"" menu",,2022-10-29 15:54:03,2022-10-29 15:54:03,0.157s,PASSED
"tap(findTestObject(""Object Repository/cicle.staging/Blast/Description/Desc-AddButtonOntheBottomRightSide""), 0)",,"User click ""+"" button on the bottom right corner",,2022-10-29 15:54:03,2022-10-29 15:54:05,1.803s,PASSED
"tap(findTestObject(""Object Repository/cicle.staging/Blast/Description/Desc-TypeATitleField""), 0)",,"User click ""Type a title"" field",,2022-10-29 15:54:05,2022-10-29 15:54:07,2.286s,PASSED
"setText(findTestObject(""cicle.staging/Blast/Description/Desc-TypeATitleField""), findTestData(""Blast/Desc/Desc"").getValue(1, 1), 0)",,,,2022-10-29 15:54:07,2022-10-29 15:54:07,0.203s,PASSED
"tap(findTestObject(""Object Repository/cicle.staging/Blast/Description/Desc-InsertLinkToolBar""), 0)",,,,2022-10-29 15:54:07,2022-10-29 15:54:09,1.701s,PASSED
"tap(findTestObject(""Object Repository/cicle.staging/Blast/Description/Desc-TextToDisplay1Field""), 0)",,,,2022-10-29 15:54:09,2022-10-29 15:54:09,0.155s,PASSED
"tap(findTestObject(""Object Repository/cicle.staging/Blast/Description/Desc-TextToDisplay2Field""), 0)",,,,2022-10-29 15:54:09,2022-10-29 15:54:10,0.759s,PASSED
"setText(findTestObject(""cicle.staging/Blast/Description/Desc-TextToDisplay2Field""), findTestData(""Blast/Desc/Desc"").getValue(2, 1), 0)",,,,2022-10-29 15:54:10,2022-10-29 15:54:10,0.124s,PASSED
"tap(findTestObject(""Object Repository/cicle.staging/Blast/Description/Desc-URL1Field""), 0)",,,,2022-10-29 15:54:10,2022-10-29 15:54:11,1.646s,PASSED
"tap(findTestObject(""Object Repository/cicle.staging/Blast/Description/Desc-URL2Field""), 0)",,,,2022-10-29 15:54:11,2022-10-29 15:54:12,0.142s,PASSED
"setText(findTestObject(""cicle.staging/Blast/Description/Desc-URL2Field""), findTestData(""Blast/Desc/Desc"").getValue(3, 1), 0)",,,,2022-10-29 15:54:12,2022-10-29 15:54:12,0.090s,PASSED
"tap(findTestObject(""Object Repository/cicle.staging/Blast/Description/Desc-InsertLinkOKButton""), 0)",,,,2022-10-29 15:54:12,2022-10-29 15:54:13,1.271s,PASSED
,,,,,,,
Test Cases/Blast/TC_Blast_CS-28,,,,2022-10-29 15:54:13,2022-10-29 15:54:39,26.521s,PASSED
"callTestCase(findTestCase(""Sign in/TC_Sign in_CS-40""), [:], STOP_ON_FAILURE)",,,,2022-10-29 15:54:13,2022-10-29 15:54:31,17.582s,PASSED
"tap(findTestObject(""cicle.staging/Blast/Menu/BlastMenu""), 0)",,"User click ""Blast"" menu",,2022-10-29 15:54:31,2022-10-29 15:54:31,0.128s,PASSED
"tap(findTestObject(""Object Repository/cicle.staging/Blast/Description/Desc-AddButtonOntheBottomRightSide""), 0)",,"User click ""+"" button on the bottom right corner",,2022-10-29 15:54:31,2022-10-29 15:54:33,1.653s,PASSED
"tap(findTestObject(""Object Repository/cicle.staging/Blast/Description/Desc-TypeATitleField""), 0)",,"User click ""Type a title"" field",,2022-10-29 15:54:33,2022-10-29 15:54:34,1.664s,PASSED
"setText(findTestObject(""cicle.staging/Blast/Description/Desc-TypeATitleField""), findTestData(""Blast/Desc/Desc"").getValue(1, 1), 0)",,,,2022-10-29 15:54:34,2022-10-29 15:54:35,0.849s,PASSED
"tap(findTestObject(""Object Repository/cicle.staging/Blast/Description/Desc-InsertLinkToolBar""), 0)",,,,2022-10-29 15:54:35,2022-10-29 15:54:37,1.675s,PASSED
"tap(findTestObject(""Object Repository/cicle.staging/Blast/Description/Desc-TextToDisplay1Field""), 0)",,,,2022-10-29 15:54:37,2022-10-29 15:54:38,0.797s,PASSED
"tap(findTestObject(""Object Repository/cicle.staging/Blast/Description/Desc-TextToDisplay2Field""), 0)",,,,2022-10-29 15:54:38,2022-10-29 15:54:38,0.152s,PASSED
"setText(findTestObject(""cicle.staging/Blast/Description/Desc-TextToDisplay2Field""), findTestData(""Blast/Desc/Desc"").getValue(2, 3), 0)",,,,2022-10-29 15:54:38,2022-10-29 15:54:38,0.122s,PASSED
"tap(findTestObject(""Object Repository/cicle.staging/Blast/Description/Desc-URL1Field""), 0)",,,,2022-10-29 15:54:38,2022-10-29 15:54:39,0.717s,PASSED
"tap(findTestObject(""Object Repository/cicle.staging/Blast/Description/Desc-URL2Field""), 0)",,,,2022-10-29 15:54:39,2022-10-29 15:54:39,0.148s,PASSED
"setText(findTestObject(""cicle.staging/Blast/Description/Desc-URL2Field""), findTestData(""Blast/Desc/Desc"").getValue(3, 3), 0)",,,,2022-10-29 15:54:39,2022-10-29 15:54:39,0.086s,PASSED
"tap(findTestObject(""Object Repository/cicle.staging/Blast/Description/Desc-InsertLinkOKButton""), 0)",,,,2022-10-29 15:54:39,2022-10-29 15:54:39,0.614s,PASSED
"verifyElementVisible(findTestObject(""cicle.staging/Blast/Description/Desc-Assert-PleaseEntrtURL""), 0)",,,,2022-10-29 15:54:39,2022-10-29 15:54:39,0.104s,PASSED
,,,,,,,
Test Cases/Blast/TC_Blast_CS-29,,,,2022-10-29 15:54:39,2022-10-29 15:55:09,29.624s,PASSED
"callTestCase(findTestCase(""Sign in/TC_Sign in_CS-40""), [:], STOP_ON_FAILURE)",,,,2022-10-29 15:54:40,2022-10-29 15:54:57,17.646s,PASSED
"tap(findTestObject(""cicle.staging/Blast/Menu/BlastMenu""), 0)",,,,2022-10-29 15:54:57,2022-10-29 15:54:57,0.121s,PASSED
"tap(findTestObject(""cicle.staging/Blast/DueDate/Date-AddButtonOntheBottomRightSide""), 0)",,,,2022-10-29 15:54:57,2022-10-29 15:54:59,1.385s,PASSED
"tap(findTestObject(""cicle.staging/Blast/DueDate/Date-DueDate1""), 0)",,,,2022-10-29 15:54:59,2022-10-29 15:55:00,0.929s,PASSED
"tap(findTestObject(""cicle.staging/Blast/DueDate/Date-SwitchToInputButton""), 0)",,,,2022-10-29 15:55:00,2022-10-29 15:55:01,1.447s,PASSED
"tap(findTestObject(""cicle.staging/Blast/DueDate/Date-EnterDateField""), 0)",,,,2022-10-29 15:55:01,2022-10-29 15:55:01,0.159s,PASSED
"setText(findTestObject(""cicle.staging/Blast/DueDate/Date-EnterDateField""), findTestData(""Blast/Date"").getValue(1, 1), 0)",,,,2022-10-29 15:55:01,2022-10-29 15:55:02,1.102s,PASSED
"tap(findTestObject(""cicle.staging/Blast/DueDate/Date-OkButtonDate""), 0)",,,,2022-10-29 15:55:02,2022-10-29 15:55:04,1.306s,PASSED
"tap(findTestObject(""cicle.staging/Blast/DueDate/Date-SwitchInputTime""), 0)",,,,2022-10-29 15:55:04,2022-10-29 15:55:05,0.847s,PASSED
"tap(findTestObject(""cicle.staging/Blast/DueDate/Date-EnterTimeHour""), 0)",,,,2022-10-29 15:55:05,2022-10-29 15:55:05,0.141s,PASSED
"setText(findTestObject(""cicle.staging/Blast/DueDate/Date-EnterTimeHour""), findTestData(""Blast/Time"").getValue(1, 1), 0)",,,,2022-10-29 15:55:05,2022-10-29 15:55:06,1.240s,PASSED
"tap(findTestObject(""cicle.staging/Blast/DueDate/Date-EnterMinute""), 0)",,,,2022-10-29 15:55:06,2022-10-29 15:55:07,0.638s,PASSED
"setText(findTestObject(""cicle.staging/Blast/DueDate/Date-EnterMinute""), findTestData(""Blast/Time"").getValue(2, 1), 0)",,,,2022-10-29 15:55:07,2022-10-29 15:55:08,1.123s,PASSED
"tap(findTestObject(""cicle.staging/Blast/DueDate/Date-SelectTimeOKbutton""), 0)",,,,2022-10-29 15:55:08,2022-10-29 15:55:09,1.240s,PASSED
"verifyElementVisible(findTestObject(""cicle.staging/Blast/DueDate/Date-DueDate1""), 0)",,,,2022-10-29 15:55:09,2022-10-29 15:55:09,0.107s,PASSED
,,,,,,,
Test Cases/Blast/TC_Blast_CS-30,,,,2022-10-29 15:55:09,2022-10-29 15:55:34,24.869s,PASSED
"callTestCase(findTestCase(""Sign in/TC_Sign in_CS-40""), [:], STOP_ON_FAILURE)",,,,2022-10-29 15:55:09,2022-10-29 15:55:27,17.583s,PASSED
"tap(findTestObject(""cicle.staging/Blast/Menu/BlastMenu""), 0)",,,,2022-10-29 15:55:27,2022-10-29 15:55:27,0.130s,PASSED
"tap(findTestObject(""cicle.staging/Blast/DueDate/Date-AddButtonOntheBottomRightSide""), 0)",,,,2022-10-29 15:55:27,2022-10-29 15:55:28,1.410s,PASSED
"tap(findTestObject(""cicle.staging/Blast/DueDate/Date-DueDate1""), 0)",,,,2022-10-29 15:55:28,2022-10-29 15:55:30,1.665s,PASSED
"tap(findTestObject(""cicle.staging/Blast/DueDate/Date-SwitchToInputButton""), 0)",,,,2022-10-29 15:55:30,2022-10-29 15:55:31,1.342s,PASSED
"tap(findTestObject(""cicle.staging/Blast/DueDate/Date-EnterDateField""), 0)",,,,2022-10-29 15:55:31,2022-10-29 15:55:32,0.157s,PASSED
"setText(findTestObject(""cicle.staging/Blast/DueDate/Date-EnterDateField""), findTestData(""Blast/Date"").getValue(2, 1), 0)",,,,2022-10-29 15:55:32,2022-10-29 15:55:33,1.116s,PASSED
"tap(findTestObject(""cicle.staging/Blast/DueDate/Date-OkButtonDate""), 0)",,,,2022-10-29 15:55:33,2022-10-29 15:55:34,1.108s,PASSED
"verifyElementVisible(findTestObject(""cicle.staging/Blast/DueDate/Date-Asset-InvalidDateFormat""), 0)",,,,2022-10-29 15:55:34,2022-10-29 15:55:34,0.116s,PASSED
,,,,,,,
Test Cases/Blast/TC_Blast_CS-31,,,,2022-10-29 15:55:34,2022-10-29 15:55:58,24.384s,PASSED
"callTestCase(findTestCase(""Sign in/TC_Sign in_CS-40""), [:], STOP_ON_FAILURE)",,,,2022-10-29 15:55:34,2022-10-29 15:55:52,17.589s,PASSED
"tap(findTestObject(""cicle.staging/Blast/Menu/BlastMenu""), 0)",,,,2022-10-29 15:55:52,2022-10-29 15:55:52,0.191s,PASSED
"tap(findTestObject(""cicle.staging/Blast/DueDate/Date-AddButtonOntheBottomRightSide""), 0)",,,,2022-10-29 15:55:52,2022-10-29 15:55:53,1.405s,PASSED
"tap(findTestObject(""cicle.staging/Blast/DueDate/Date-DueDate1""), 0)",,,,2022-10-29 15:55:53,2022-10-29 15:55:55,1.647s,PASSED
"tap(findTestObject(""cicle.staging/Blast/DueDate/Date-SwitchToInputButton""), 0)",,,,2022-10-29 15:55:55,2022-10-29 15:55:56,1.339s,PASSED
"tap(findTestObject(""cicle.staging/Blast/DueDate/Date-EnterDateField""), 0)",,,,2022-10-29 15:55:56,2022-10-29 15:55:56,0.163s,PASSED
"setText(findTestObject(""cicle.staging/Blast/DueDate/Date-EnterDateField""), findTestData(""Blast/Date"").getValue(3, 1), 0)",,,,2022-10-29 15:55:56,2022-10-29 15:55:58,1.096s,PASSED
"tap(findTestObject(""cicle.staging/Blast/DueDate/Date-OkButtonDate""), 0)",,,,2022-10-29 15:55:58,2022-10-29 15:55:58,0.661s,PASSED
"verifyElementVisible(findTestObject(""cicle.staging/Blast/DueDate/Date-Asset-InvalidDateFormat""), 0)",,,,2022-10-29 15:55:58,2022-10-29 15:55:58,0.114s,PASSED
,,,,,,,
Test Cases/Blast/TC_Blast_CS-32,,,,2022-10-29 15:55:58,2022-10-29 15:56:22,23.803s,PASSED
"callTestCase(findTestCase(""Sign in/TC_Sign in_CS-40""), [:], STOP_ON_FAILURE)",,,,2022-10-29 15:55:59,2022-10-29 15:56:16,17.649s,PASSED
"tap(findTestObject(""cicle.staging/Blast/Menu/BlastMenu""), 0)",,,,2022-10-29 15:56:16,2022-10-29 15:56:16,0.122s,PASSED
"tap(findTestObject(""Object Repository/cicle.staging/Blast/MemberNotification/Notif-AddButtonOntheBottomRightSide""), 0)",,,,2022-10-29 15:56:16,2022-10-29 15:56:18,1.670s,PASSED
