Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Cicle Staging Mobile App - Group Chat,,,,2022-10-31 17:56:11,2022-10-31 18:04:20,8m - 9.311s,PASSED
,,,,,,,
Test Cases/GroupChat/TC_Group Chat_CS-13,,,,2022-10-31 17:56:11,2022-10-31 17:56:52,40.846s,PASSED
"callTestCase(findTestCase(""Sign in/TC_Sign in_CS-40""), [:], STOP_ON_FAILURE)",,,,2022-10-31 17:56:12,2022-10-31 17:56:39,27.705s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/GroupChatMenu""), 0)",,"User click ""Group Chat"" Menu",,2022-10-31 17:56:39,2022-10-31 17:56:41,1.808s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,2022-10-31 17:56:41,2022-10-31 17:56:44,3.044s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/TypeMessage-Field""), 0)",,"User click ""Type Message"" Field",,2022-10-31 17:56:44,2022-10-31 17:56:44,0.175s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,2022-10-31 17:56:44,2022-10-31 17:56:47,3.016s,PASSED
"setText(findTestObject(""cicle.staging/Group Chat/TypeMessage-Field""), findTestData(""GroupChat/sendMessageonGroupChat"").getValue(1, 1), 0)",,"User Input Text in ""Type Message"" Field",,2022-10-31 17:56:47,2022-10-31 17:56:48,0.180s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,2022-10-31 17:56:48,2022-10-31 17:56:51,3.019s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/SendChat-Button""), 0)",,User click Send button,,2022-10-31 17:56:51,2022-10-31 17:56:52,1.384s,PASSED
"verifyElementVisible(findTestObject(""cicle.staging/Group Chat/Assertion-SendChat""), 0)",,Success to send Message on Group Chat,,2022-10-31 17:56:52,2022-10-31 17:56:52,0.148s,PASSED
,,,,,,,
Test Cases/GroupChat/TC_Group Chat_CS-14,,,,2022-10-31 17:56:52,2022-10-31 17:57:49,57.330s,PASSED
"callTestCase(findTestCase(""Sign in/TC_Sign in_CS-40""), [:], STOP_ON_FAILURE)",,,,2022-10-31 17:56:52,2022-10-31 17:57:12,19.182s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/GroupChatMenu""), 0)",,"User click ""Group Chat"" menu",,2022-10-31 17:57:12,2022-10-31 17:57:13,1.302s,PASSED
"delay(3, STOP_ON_FAILURE)",,,,2022-10-31 17:57:13,2022-10-31 17:57:16,3.021s,PASSED
"tap(findTestObject(""cicle.staging/Group Chat/TypeMessage-Field""), 0)",,"User click ""Type Message"" field",,2022-10-31 17:57:16,2022-10-31 17:57:16,0.196s,PASSED
